AT	GO	contig	O_sativa_locus_annotation	ProbeName	TargetID	Variance_population_Oil_	Variance_Residual	SumVariance	SampleVariance	PropVar_population_Oil_	PropVar_Residual	RSquare	N2RLL	AIC	AICC	BIC	F_T3_Oil	F_T3_State	NDF_T3_Oil	NDF_T3_State	DDF_T3_Oil	DDF_T3_State	PrF_T3_Oil	PrF_T3_State	NLP_T3_Oil	NLP_T3_State	Sig Index PrF_T3_Oil	Sig Index PrF_T3_State	Sum Sig Index for F-Tests	Avg Sig Index for F-Tests
AT5G18610	GO:0005886/GO:0005524/GO:0004674/GO:0016301/GO:0006468/GO:0005524/GO:0006468/GO:0005524/GO:0004672/GO:0005886/GO:0004672/GO:0006468/GO:0004672/GO:0004672/GO:0006468/GO:0006468/GO:0016772/GO:0006468/GO:0006468/GO:0004674/GO:0016772/GO:0005524/GO:0004674/GO:0006468/GO:0006468/GO:0004674	S_5sp_contig45999_RC	LOC_Os01g15470.3|13101.m01712|cDNA	CUST_6354_PI428634872	S_5sp_contig45999_RC	0.026784	0.184205	0.2109880639	0.4017741368	0.126943	0.873057	0.5860310152	47.6	51.6	52.0	51.1	21.74	0.01	1	1	33	33	<.0001	0.9247	4.3037947912	0.0339840742	1	0	1	0.5
AT1G56670	GO:0004091/GO:0006629/GO:0005576/GO:0016788	S_5sp_contig46009	LOC_Os05g06710.1|13105.m00724|cDNA GDSL-like lipase/acylhydrolase, putative, expressed	CUST_6356_PI428634872	S_5sp_contig46009	0.119968	0.05645	0.1764184304	0.3426232277	0.68002	0.31998	0.857750711	14.5	18.5	18.9	18.1	0.84	9.43	1	1	33	33	0.3662	0.0043	0.4362791361	2.3707546395	0	1	1	0.5
AT4G29840	GO:0009088/GO:0009507/GO:0009507/GO:0006520/GO:0005829/GO:0008152/GO:0009570/GO:0006520/GO:0003824/GO:0009570/GO:0009088/GO:0009088/GO:0004795/GO:0030170/GO:0004795/GO:0009570/GO:0004795/GO:0009570/GO:0009088	S_5sp_contig46012	LOC_Os01g49890.1|13101.m05193|cDNA	CUST_6357_PI428634872	S_5sp_contig46012	0	0.16827	0.1682700899	0.3493744691	0	1	0.5458893815	42.7	44.7	44.8	44.5	39.24	0.43	1	1	33	33	<.0001	0.5180	6.3525944113	0.285672779	1	0	1	0.5
AT2G37570	GO:0003674/GO:0042538/GO:0009408/GO:0009408/GO:0042538/GO:0009644/GO:0042542/GO:0005739	S_5sp_contig16301	LOC_Os03g16910.2|13103.m02016|cDNA	CUST_635_PI428634872	S_5sp_contig16301	0.04014	0.016638	0.0567780078	0.1448151903	0.706959	0.293041	0.9008835573	-25.4	-21.4	-21.0	-21.9	10.51	4.24	1	1	33	33	0.0027	0.0476	2.5664870097	1.3228247099	1	0	1	0.5
AT4G17540	GO:0008150/GO:0003674/GO:0005575	S_5sp_contig46022	LOC_Os10g41380.2|13110.m07839|cDNA	CUST_6360_PI428634872	S_5sp_contig46022	0.025873	0.116607	0.1424794426	0.3394707892	0.181589	0.818411	0.6929456864	33.1	37.1	37.5	36.7	26.81	1.03	1	1	33	33	<.0001	0.3173	4.9615226771	0.498580182	1	0	1	0.5
AT3G07580	GO:0003674/GO:0008150/GO:0005634	S_5sp_contig46027	LOC_Os02g39630.2|13102.m04394|cDNA	CUST_6361_PI428634872	S_5sp_contig46027	0	0.294387	0.2943866465	0.4323606098	0	1	0.3580253471	61.2	63.2	63.3	62.9	0.14	18.27	1	1	33	33	0.7129	0.0002	0.1469501383	3.8134298079	0	1	1	0.5
AT1G26740	GO:0006412/GO:0015934/GO:0015934/GO:0006412/GO:0006412/GO:0005739/GO:0003735/GO:0015934	S_5sp_contig46040	LOC_Os03g07290.1|13103.m00811|cDNA	CUST_6365_PI428634872	S_5sp_contig46040	0.016918	0.02242	0.0393373078	0.4642845907	0.430064	0.569936	0.9578607613	-18.7	-14.7	-14.3	-15.1	8.95	113.75	1	1	33	33	0.0052	<.0001	2.2828060984	11.501803651	1	1	2	1
AT1G08230	GO:0005886/GO:0015185/GO:0005886/GO:0015812	S_5sp_contig46044	LOC_Os10g27980.1|13110.m02363|cDNA transmembrane amino acid transporter protein, putative, expressed	CUST_6366_PI428634872	S_5sp_contig46044	0.246917	0.16316	0.4100770533	0.9775160515	0.602124	0.397876	0.8555127894	48.6	52.6	53.0	52.2	6.73	8.10	1	1	33	33	0.0140	0.0076	1.8530810826	2.1210067183	0	1	1	0.5
AT5G65540	GO:0008150/GO:0005634/GO:0003674	S_5sp_contig46143	LOC_Os03g58780.2|13103.m06456|cDNA	CUST_6382_PI428634872	S_5sp_contig46143	0.01227	0.038541	0.0508109421	0.0795581327	0.241486	0.758514	0.5705013869	-2.7	1.3	1.7	0.8	9.26	2.26	1	1	33	33	0.0046	0.1425	2.3401177583	0.8460868469	1	0	1	0.5
AT3G21070	GO:0003951/GO:0042736/GO:0042736/GO:0003951/GO:0003951/GO:0008152/GO:0006741/GO:0008152/GO:0003951/GO:0003951/GO:0003951/GO:0005737/GO:0019363/GO:0003951/GO:0019363/GO:0003951/GO:0006741/GO:0005737	S_5sp_contig46162	LOC_Os01g72690.2|13101.m07924|cDNA NAD kinase, putative, expressed	CUST_6389_PI428634872	S_5sp_contig46162	0.037094	0.021645	0.0587388463	0.1579821174	0.631508	0.368492	0.8815239164	-17.7	-13.7	-13.3	-14.1	16.09	0.89	1	1	33	33	0.0003	0.3527	3.4876048764	0.4525785785	1	0	1	0.5
AT3G43980	GO:0006412/GO:0006412/GO:0005622/GO:0006412/GO:0022627/GO:0003735/GO:0006412/GO:0022627/GO:0003735/GO:0006412/GO:0022627/GO:0005840/GO:0005840/GO:0006412/GO:0022627	S_5sp_contig46166	LOC_Os11g41610.1|13111.m04131|cDNA	CUST_6390_PI428634872	S_5sp_contig46166	0.00501	0.031593	0.0366029173	0.047478635	0.136874	0.863126	0.4004185748	-10.5	-6.5	-6.1	-6.9	8.56	0.02	1	1	33	33	0.0062	0.8989	2.2101402176	0.0462742014	1	0	1	0.5
AT4G01290	GO:0008150/GO:0007155/GO:0010090/GO:0071555/GO:0048765/GO:0048765/GO:0010090/GO:0005634/GO:0005634/GO:0003674/GO:0045010/GO:0045010/GO:0071555/GO:0010090	S_5sp_contig46173	LOC_Os06g01680.4|13106.m00078|cDNA	CUST_6394_PI428634872	S_5sp_contig46173	0.00137	0.010428	0.0117987836	0.054482934	0.116143	0.883857	0.8267629326	-47.3	-43.3	-42.9	-43.7	68.75	13.72	1	1	33	33	<.0001	0.0008	8.849947869	3.1121665938	1	1	2	1
AT4G29850	GO:0005575/GO:0008150/GO:0003674	S_5sp_contig46195	LOC_Os02g07980.1|13102.m00919|cDNA	CUST_6396_PI428634872	S_5sp_contig46195	0.019441	0.023774	0.043215279	0.1187696659	0.44986	0.55014	0.8255183907	-16.6	-12.6	-12.2	-13.0	7.18	14.34	1	1	33	33	0.0114	0.0006	1.9429137753	3.2126980379	0	1	1	0.5
AT4G30010	GO:0005739/GO:0006511/GO:0009853/GO:0003674/GO:0009060/GO:0005753/GO:0005739/GO:0009536/GO:0051788/GO:0008150/GO:0009060/GO:0006511/GO:0009853/GO:0046686/GO:0006096/GO:0006511/GO:0080129/GO:0005753/GO:0005753/GO:0005753/GO:0006096/GO:0005739	S_5sp_contig46205	LOC_Os02g07910.2|13102.m00909|cDNA fiber protein Fb15, putative, expressed	CUST_6398_PI428634872	S_5sp_contig46205	0.037723	0.540784	0.5785067461	0.7960283925	0.065207	0.934793	0.3780315354	79.9	83.9	84.3	83.5	1.97	10.27	1	1	32	32	0.1704	0.0031	0.7685430546	2.5138495566	0	1	1	0.5
AT3G22850	GO:0009737/GO:0006598/GO:0042398/GO:0009698/GO:0042398/GO:0005634/GO:0006598/GO:0005829/GO:0003674/GO:0005737/GO:0009698/GO:0005886	S_5sp_contig46229	LOC_Os03g53270.2|13103.m05816|cDNA	CUST_6404_PI428634872	S_5sp_contig46229	0.007596	0.015609	0.0232048514	0.0905323395	0.327344	0.672656	0.8484481248	-31.7	-27.7	-27.3	-28.1	39.97	1.16	1	1	33	33	<.0001	0.2887	6.4261965937	0.5396073658	1	0	1	0.5
AT2G19880	GO:0008150/GO:0005794/GO:0008120/GO:0005794	S_5sp_contig46260	LOC_Os01g67870.1|13101.m07381|cDNA	CUST_6408_PI428634872	S_5sp_contig46260	0.014546	0.15292	0.1674659188	0.2127765399	0.086858	0.913142	0.3447620356	40.9	44.9	45.3	44.5	8.82	0.09	1	1	33	33	0.0055	0.7659	2.257326827	0.1158188798	1	0	1	0.5
AT5G47910	GO:0009408/GO:0042744/GO:0072593/GO:0050660/GO:0007231/GO:0006952/GO:0016174/GO:0009611/GO:0016491/GO:0072593/GO:0016174/GO:0007231/GO:0009055/GO:0005634/GO:0042744/GO:0004601/GO:0033500/GO:0007231/GO:0005886/GO:0072593/GO:0050832/GO:0005509/GO:0072593/GO:0042744/GO:0043069/GO:0050660/GO:0050664/GO:0009408/GO:0005794/GO:0005506/GO:0050832/GO:0007231/GO:0016020/GO:0016021/GO:0005886	S_5sp_contig46293	LOC_Os11g33120.3|13111.m03239|cDNA	CUST_6416_PI428634872	S_5sp_contig46293	0.058658	0.042592	0.1012500126	0.1965120757	0.57934	0.42066	0.8122181068	4.0	8.0	8.4	7.6	2.88	8.31	1	1	33	33	0.0990	0.0069	1.0044368298	2.1624023092	0	1	1	0.5
AT2G38330	GO:0055085/GO:0006855/GO:0015238/GO:0006855/GO:0055085/GO:0005215/GO:0016020/GO:0015297/GO:0005886/GO:0016020/GO:0015297	S_5sp_contig46309	LOC_Os12g01580.2|13112.m00073|cDNA MATE efflux protein, putative, expressed	CUST_6421_PI428634872	S_5sp_contig46309	0.157159	0.090449	0.2476083042	0.6523448556	0.634709	0.365291	0.8801151425	29.5	33.5	33.9	33.1	15.16	1.31	1	1	33	33	0.0005	0.2613	3.3426386529	0.5828824717	1	0	1	0.5
AT1G76760	GO:0016671/GO:0009055/GO:0009570/GO:0009507/GO:0043085/GO:0015035/GO:0009570/GO:0006662/GO:0009570/GO:0008047/GO:0009570/GO:0045454/GO:0009507	S_5sp_contig46324	LOC_Os01g73234.2|13101.m15121|cDNA thioredoxin, putative, expressed	CUST_6423_PI428634872	S_5sp_contig46324	0.022873	0.031889	0.0547625122	0.0959837323	0.417684	0.582316	0.7098581743	-7.2	-3.2	-2.8	-3.6	10.65	0.56	1	1	33	33	0.0026	0.4604	2.5908623292	0.3368948246	1	0	1	0.5
AT1G16080	GO:0010027/GO:0048046/GO:0009941/GO:0016117/GO:0009570/GO:0009941/GO:0009507/GO:0009570/GO:0030154/GO:0009507/GO:0009570/GO:0006098/GO:0009570/GO:0009570/GO:0009570/GO:0009941/GO:0009941/GO:0010027/GO:0009570/GO:0009965/GO:0006098/GO:0009570/GO:0016117	S_5sp_contig46327	LOC_Os08g16570.3|13108.m09359|cDNA	CUST_6425_PI428634872	S_5sp_contig46327	0.02249	0.022838	0.0453283629	0.1101932964	0.496158	0.503842	0.8197798294	-17.4	-13.4	-13.0	-13.8	10.41	6.69	1	1	33	33	0.0028	0.0143	2.5491180492	1.8444461562	1	0	1	0.5
AT5G25930	GO:0006468/GO:0006944/GO:0010363/GO:0004674/GO:0005886/GO:0006468/GO:0043069/GO:0016020/GO:0005524/GO:0006944/GO:0016772/GO:0004672/GO:0006468/GO:0016301/GO:0010363/GO:0004672/GO:0010200/GO:0052542/GO:0006612/GO:0009738/GO:0005524/GO:0006612/GO:0005886/GO:0002679/GO:0004674/GO:0035556/GO:0009738/GO:0009723/GO:0002679	S_5sp_contig46389_RC	LOC_Os05g44770.1|13105.m04742|cDNA receptor-like protein kinase 5 precursor, putative, expressed	CUST_6436_PI428634872	S_5sp_contig46389_RC	0.025248	0.105037	0.1302848347	0.2551247782	0.193791	0.806209	0.6326582671	29.8	33.8	34.2	33.4	1.20	18.33	1	1	33	33	0.2820	0.0002	0.549757537	3.8226089721	0	1	1	0.5
AT1G63120	GO:0004252/GO:0009506/GO:0004252/GO:0006508/GO:0005794/GO:0016021	S_5sp_contig46402	LOC_Os04g48130.1|13104.m04894|cDNA OsRhmbd11 - Putative Rhomboid homologue, expressed	CUST_6438_PI428634872	S_5sp_contig46402	0.073043	0.079884	0.1529270334	0.3347907377	0.477635	0.522365	0.7923256946	23.7	27.7	28.1	27.3	11.64	3.35	1	1	33	33	0.0017	0.0761	2.7630463337	1.1187364402	1	0	1	0.5
AT5G10270	GO:0005524/GO:0005524/GO:0048366/GO:0010228/GO:0004674/GO:0005515/GO:0016772/GO:0004674/GO:0005829/GO:0005515/GO:0009615/GO:0006468/GO:0016301/GO:0004672/GO:0016301/GO:0006468/GO:0004672/GO:0005634/GO:0006468	S_5sp_contig46410	LOC_Os05g32360.1|13105.m03330|cDNA cyclin-dependent kinase C-1, putative, expressed	CUST_6440_PI428634872	S_5sp_contig46410	0.000777	0.022753	0.0235296265	0.1073615214	0.033017	0.966983	0.80327215	-22.8	-18.8	-18.4	-19.2	23.70	85.47	1	1	33	33	<.0001	<.0001	4.5653655296	9.9537116071	1	1	2	1
AT2G41900	GO:0003676/GO:0006355/GO:0005634/GO:0005737/GO:0006355/GO:0006355/GO:0006355/GO:0006486/GO:0003676/GO:0005634/GO:0006486/GO:0006355/GO:0006355/GO:0003700/GO:0008270/GO:0006486	S_5sp_contig46434	LOC_Os03g49170.3|13103.m05322|cDNA	CUST_6447_PI428634872	S_5sp_contig46434	0.017233	0.026941	0.0441737473	0.1175853437	0.390108	0.609892	0.7995515622	-13.0	-9.0	-8.6	-9.4	0.77	21.61	1	1	33	33	0.3875	<.0001	0.4117625604	4.2858046468	0	1	1	0.5
AT3G59420	GO:0048825/GO:0008356/GO:0009737/GO:0030139/GO:0016567/GO:0010162/GO:0006468/GO:0016772/GO:0016567/GO:0004674/GO:0009786/GO:0005886/GO:0004672/GO:0006468/GO:0019199/GO:0019199/GO:0009640/GO:0010182/GO:0050826/GO:0009793/GO:0009793/GO:0009986/GO:0010182/GO:0007000/GO:0006468/GO:0004672/GO:0010311/GO:0048829/GO:0009640/GO:0016567/GO:0005524/GO:0016301/GO:0000280/GO:0051301/GO:0004674/GO:0030139/GO:0009909/GO:0007000/GO:0000280/GO:0009933/GO:0005886/GO:0009845/GO:0019915/GO:0005524/GO:0019199/GO:0016301/GO:0010228/GO:0042803/GO:0000911/GO:0050826	S_5sp_contig46447	LOC_Os03g43670.1|13103.m04692|cDNA TKL_IRAK_CR4L.1 - The CR4L subfamily has homology with Crinkly4, expressed	CUST_6448_PI428634872	S_5sp_contig46447	0	0.197287	0.1972869996	0.2492570351	0	1	0.2537283585	47.9	49.9	50.1	49.7	2.08	9.14	1	1	33	33	0.1589	0.0048	0.7990066661	2.3181371079	0	1	1	0.5
AT2G31440	GO:0016485/GO:0016485/GO:0043085/GO:0016021	S_5sp_contig46467	LOC_Os02g17280.1|13102.m01928|cDNA	CUST_6454_PI428634872	S_5sp_contig46467	0.013178	0.07546	0.0886371391	0.2060046644	0.148669	0.851331	0.6706961202	18.4	22.4	22.8	22.0	22.49	6.52	1	1	33	33	<.0001	0.0155	4.4049883024	1.8108444941	1	0	1	0.5
AT3G01480	GO:0009543/GO:0009814/GO:0000165/GO:0010207/GO:0042742/GO:0006098/GO:0009862/GO:0010207/GO:0009570/GO:0009507/GO:0010363/GO:0010310/GO:0042793/GO:0009409/GO:0009507/GO:0050832/GO:0009543/GO:0003755/GO:0019684/GO:0009535/GO:0009543/GO:0009543/GO:0009543/GO:0006457/GO:0010207/GO:0009507/GO:0042742/GO:0006457/GO:0009867/GO:0006636/GO:0016117/GO:0035304/GO:0009773/GO:0006364/GO:0042742/GO:0006457/GO:0006457/GO:0009579/GO:0009535/GO:0009902/GO:0009657/GO:0009543/GO:0009507/GO:0009535/GO:0042549/GO:0009535/GO:0009579/GO:0035304/GO:0010027/GO:0003755/GO:0009543/GO:0031977/GO:0010207/GO:0006457/GO:0006457/GO:0009595/GO:0009535/GO:0010207/GO:0009773/GO:0015995/GO:0042549/GO:0006457/GO:0009570/GO:0010027/GO:0009902/GO:0045893/GO:0042742/GO:0009570/GO:0010103/GO:0006636/GO:0009535/GO:0042793/GO:0009773/GO:0009535/GO:0009534/GO:0009534/GO:0019288/GO:0042793/GO:0006612/GO:0006612/GO:0009862/GO:0006457/GO:0019684/GO:0010207/GO:0009543/GO:0043900/GO:0010207/GO:0009862/GO:0016117/GO:0019288/GO:0006098/GO:0006364/GO:0019684/GO:0010207/GO:0009657/GO:0009862/GO:0009579/GO:0031348/GO:0003755/GO:0042742/GO:0042742/GO:0045893/GO:0045893/GO:0009697/GO:0009543/GO:0009543/GO:0009507/GO:0050832/GO:0015995/GO:0009535/GO:0010363/GO:0042549/GO:0009543/GO:0006457/GO:0009570/GO:0035304/GO:0009697/GO:0009535/GO:0009534/GO:0009534/GO:0010310/GO:0009867/GO:0009409/GO:0009814/GO:0010200/GO:0009543/GO:0009535	S_5sp_contig46491	LOC_Os08g29370.2|13108.m03034|cDNA	CUST_6458_PI428634872	S_5sp_contig46491	0.044884	0.263377	0.3082605739	0.5712864685	0.145604	0.854396	0.5852984471	59.6	63.6	64.0	63.2	19.67	0.03	1	1	33	33	<.0001	0.8603	4.0162054893	0.0653492775	1	0	1	0.5
AT5G49710	GO:0008150/GO:0005737/GO:0003674/GO:0005634/GO:0005634	S_5sp_contig46500	LOC_Os02g54080.2|13102.m06187|cDNA	CUST_6459_PI428634872	S_5sp_contig46500	0.010707	0.047382	0.058088722	0.1682663313	0.184322	0.815678	0.7483939624	3.4	7.4	7.8	7.0	13.98	23.05	1	1	33	33	0.0007	<.0001	3.1537838858	4.4797716416	1	1	2	1
AT4G34540	GO:0010283/GO:0000166/GO:0005737	S_5sp_contig46501	LOC_Os02g47610.1|13102.m05368|cDNA nmrA-like family domain containing protein, expressed	CUST_6460_PI428634872	S_5sp_contig46501	0.032077	0.05413	0.0862067062	0.1241092738	0.37209	0.62791	0.6179523998	9.8	13.8	14.2	13.4	8.02	0.01	1	1	33	33	0.0078	0.9272	2.1068761226	0.0328032017	1	0	1	0.5
AT3G18080	GO:0009505/GO:0047668/GO:0022626/GO:0080079/GO:0022626/GO:0008422/GO:0004553/GO:0005975/GO:0009505/GO:0004553/GO:0022626/GO:0004567/GO:0080083/GO:0043169/GO:0080081/GO:0005618/GO:0005618/GO:0003824/GO:0080082/GO:0009507/GO:0022626	S_5sp_contig46504	LOC_Os03g49600.5|13103.m05382|cDNA Os3bglu7 - beta-glucosidase, exo-beta-glucanse, expressed	CUST_6461_PI428634872	S_5sp_contig46504	0	0.725761	0.7257610237	1.3439637535	0	1	0.4908426932	90.9	92.9	93.1	92.7	9.66	22.15	1	1	33	33	0.0039	<.0001	2.4141758376	4.3592487755	1	1	2	1
NA		S_5sp_contig46515	LOC_Os04g44790.1|13104.m04479|cDNA conserved hypothetical protein	CUST_6465_PI428634872	S_5sp_contig46515	0.467104	0.239194	0.7062983715	1.5995044319	0.661341	0.338659	0.8708127146	61.9	65.9	66.3	65.5	3.80	9.25	1	1	33	33	0.0598	0.0046	1.2232169855	2.3373797457	0	1	1	0.5
AT3G62110	GO:0005975/GO:0005773/GO:0004650/GO:0010583/GO:0005576/GO:0004650/GO:0005975/GO:0005773	S_5sp_contig46593	LOC_Os03g61800.3|13103.m06811|cDNA polygalacturonase, putative, expressed	CUST_6481_PI428634872	S_5sp_contig46593	0.049737	0.733138	0.7828748748	0.9915561929	0.063531	0.936469	0.3241881238	86.9	90.9	91.4	90.5	0.35	8.65	1	1	31	31	0.5593	0.0061	0.2523628813	2.2122468463	0	1	1	0.5
AT3G11600	GO:0080167/GO:0003674/GO:0005634	S_5sp_contig46612	LOC_Os04g33860.1|13104.m03282|cDNA expressed protein	CUST_6485_PI428634872	S_5sp_contig46612	0.045922	0.048552	0.0944740345	0.1752243318	0.486078	0.513922	0.7589393531	7.4	11.4	11.8	11.0	10.83	0.60	1	1	33	33	0.0024	0.4440	2.6226809776	0.3526578569	1	0	1	0.5
AT2G03070	GO:0000278/GO:0010638/GO:0006396/GO:0005634/GO:0042138/GO:0050832/GO:0033044/GO:0016592/GO:0007131/GO:0009887/GO:0032204/GO:0010332/GO:0043247/GO:0016592/GO:0009909/GO:0006310/GO:0031048/GO:0007131/GO:0031048/GO:0007062/GO:0006396/GO:0007062/GO:0031048/GO:0007126/GO:0043247/GO:0033044/GO:0032204/GO:0045132/GO:0043247/GO:0032204/GO:0050832/GO:0032204/GO:0042138/GO:0010638/GO:0043247/GO:0009888	S_5sp_contig46613	LOC_Os03g31010.1|13103.m03542|cDNA	CUST_6486_PI428634872	S_5sp_contig46613	0.013796	0.028468	0.0422644581	0.0620958091	0.326424	0.673576	0.5969797863	-11.8	-7.8	-7.4	-8.3	8.23	0.63	1	1	33	33	0.0071	0.4336	2.1469773489	0.3628747496	1	0	1	0.5
AT5G64070	GO:0009860/GO:0030659/GO:0004430/GO:0016020/GO:0005515/GO:0004430/GO:0048015/GO:0017137/GO:0009860/GO:0005515/GO:0030659/GO:0016773/GO:0048768/GO:0046854/GO:0005829/GO:0035619/GO:0016772/GO:0005515/GO:0009507/GO:0048768/GO:0004430/GO:0006661/GO:0048768/GO:0043424/GO:0030659/GO:0005634/GO:0046854/GO:0009860/GO:0004430/GO:0006661	S_5sp_contig16538_RC	LOC_Os11g10420.2|13111.m01103|cDNA	CUST_648_PI428634872	S_5sp_contig16538_RC	0.003378	0.054316	0.0576934131	0.0870949258	0.058543	0.941457	0.426521895	6.3	10.3	10.7	9.9	12.47	3.56	1	1	33	33	0.0012	0.0681	2.9043061522	1.1670697647	1	0	1	0.5
AT4G09650	GO:0009941/GO:0010287/GO:0009862/GO:0019252/GO:0046933/GO:0009534/GO:0009773/GO:0015979/GO:0009773/GO:0015986/GO:0009535/GO:0009862/GO:0006612/GO:0019684/GO:0009535/GO:0042742/GO:0010200/GO:0015979/GO:0009535/GO:0010287/GO:0015979/GO:0009867/GO:0019252/GO:0009941/GO:0009941/GO:0010287/GO:0010287/GO:0009773/GO:0009773/GO:0009507/GO:0009534/GO:0042742/GO:0015995/GO:0006612/GO:0019684/GO:0009535/GO:0010319/GO:0009814/GO:0009409/GO:0006098/GO:0010207/GO:0009867/GO:0010319/GO:0000165/GO:0009772/GO:0010310/GO:0009579/GO:0009535/GO:0010287/GO:0015986/GO:0009773/GO:0010287/GO:0019684/GO:0009772/GO:0015979/GO:0009862/GO:0019760/GO:0046933/GO:0009697/GO:0010207/GO:0009773/GO:0042742/GO:0010363/GO:0043900/GO:0009535/GO:0006098/GO:0019288/GO:0009535/GO:0009535/GO:0009579/GO:0010207/GO:0010027/GO:0009941/GO:0009535/GO:0009535/GO:0009409/GO:0006364/GO:0015995/GO:0009595/GO:0050832/GO:0009941/GO:0009535/GO:0010287/GO:0019288/GO:0009507/GO:0009772/GO:0010207/GO:0009534/GO:0019760/GO:0010027/GO:0009534/GO:0009535/GO:0009507/GO:0006364/GO:0009409/GO:0009535/GO:0010310/GO:0010363/GO:0050832/GO:0009941/GO:0042742/GO:0009941/GO:0015986/GO:0009535/GO:0031348/GO:0009409/GO:0009814/GO:0009941/GO:0016020/GO:0009535/GO:0010319/GO:0010287/GO:0009862/GO:0009697	S_5sp_contig46661	LOC_Os02g51470.3|13102.m05856|cDNA ATP synthase F1, delta subunit family protein, putative, expressed	CUST_6496_PI428634872	S_5sp_contig46661	0.093602	0.054256	0.1478576462	0.5114889846	0.633054	0.366946	0.9082782315	12.6	16.6	17.0	16.2	21.19	2.24	1	1	33	33	<.0001	0.1442	4.2282859064	0.8408951653	1	0	1	0.5
AT4G35880	GO:0031225/GO:0006508/GO:0006508/GO:0031225/GO:0005576/GO:0004190	S_5sp_contig46705	LOC_Os09g37012.1|13109.m03663|cDNA	CUST_6502_PI428634872	S_5sp_contig46705	0	0.553044	0.5530439253	0.6593001041	0	1	0.2120035954	77.3	79.3	79.5	79.1	8.28	0.01	1	1	31	31	0.0072	0.9104	2.1435435312	0.0407558508	1	0	1	0.5
AT3G26400	GO:0009630/GO:0008150/GO:0003743/GO:0003743/GO:0005634	S_5sp_contig46706	LOC_Os04g40400.1|13104.m03932|cDNA eukaryotic translation initiation factor 4B, putative, expressed	CUST_6503_PI428634872	S_5sp_contig46706	0.091442	0.052741	0.1441828871	0.280046954	0.634208	0.365792	0.8371594783	11.7	15.7	16.1	15.3	9.27	1.39	1	1	33	33	0.0045	0.2460	2.3423002209	0.6090012186	1	0	1	0.5
AT2G16390	GO:0050832/GO:0005524/GO:0006306/GO:0006342/GO:0050832/GO:0004386/GO:0031047/GO:0004386/GO:0005524/GO:0006260/GO:0005524/GO:0003676/GO:0006306/GO:0016571/GO:0006260/GO:0016571/GO:0035196/GO:0003677/GO:0009616/GO:0030422/GO:0010267/GO:0030422/GO:0006306/GO:0051567/GO:0006306/GO:0009616/GO:0051567/GO:0003676/GO:0035196/GO:0051567/GO:0006342/GO:0016571/GO:0010267/GO:0031047/GO:0003677/GO:0006306/GO:0005524/GO:0006306/GO:0006342/GO:0008283/GO:0006260/GO:0010050/GO:0007267/GO:0051567/GO:0005634/GO:0016571	S_5sp_contig46719_RC	LOC_Os07g25390.1|13107.m02507|cDNA	CUST_6506_PI428634872	S_5sp_contig46719_RC	0.025349	0.023436	0.0487846709	0.1237052955	0.519604	0.480396	0.8354460862	-16.3	-12.3	-11.9	-12.7	6.62	11.04	1	1	33	33	0.0148	0.0022	1.8310231141	2.6596252538	0	1	1	0.5
AT5G43310	GO:0005634/GO:0005634/GO:0005634/GO:0005886/GO:0016020/GO:0005886/GO:0005634	S_5sp_contig16547_RC	LOC_Os07g26440.3|13107.m02618|cDNA expressed protein	CUST_650_PI428634872	S_5sp_contig16547_RC	0.071397	0.416041	0.4874378877	0.7967418351	0.146473	0.853527	0.5341278156	68.3	72.3	72.7	71.9	0.00	16.05	1	1	30	30	0.9716	0.0004	0.0125071244	3.4249545424	0	1	1	0.5
AT3G12130	GO:0008270/GO:0003676/GO:0003676/GO:0006355/GO:0006355/GO:0003700/GO:0003723/GO:0005634/GO:0006355	S_5sp_contig46739	LOC_Os04g57010.2|13104.m05947|cDNA	CUST_6512_PI428634872	S_5sp_contig46739	0.009125	0.047026	0.0561510161	0.0848531019	0.162509	0.837491	0.5030185226	2.9	6.9	7.3	6.5	10.62	1.70	1	1	33	33	0.0026	0.2010	2.5851257572	0.6968205851	1	0	1	0.5
AT3G02645	GO:0005886	S_5sp_contig46744	LOC_Os08g07040.1|13108.m00721|cDNA plant protein of unknown function domain containing protein, expressed	CUST_6514_PI428634872	S_5sp_contig46744	0.102486	0.396104	0.498589595	0.7618047378	0.205551	0.794449	0.5368634755	73.8	77.8	78.2	77.3	11.21	0.40	1	1	33	33	0.0020	0.5293	2.6902236532	0.2763081969	1	0	1	0.5
